"DataMessageGUID","SensorID","Sensor Name","Date","Formatted Value"
"9ed9221d-f15c-4ebf-8507-61ed14599e9d","466021","Humidity - 466021","19-11-16 13:12","32.46% @ 29.4° C"
"9a407989-2187-4e2f-bbf6-408567dfa0a6","466021","Humidity - 466021","19-11-16 13:02","32.81% @ 29.4° C"
"8d19c073-8893-454e-8574-50b59300cae8","466021","Humidity - 466021","19-11-16 12:52","33.29% @ 29.4° C"
"963129b6-e7c2-4e36-b1e5-6b25dd0cf238","466021","Humidity - 466021","19-11-16 12:42","33.57% @ 29.4° C"
"e1a0c49e-36ad-46bd-9453-fb0977b7190d","466021","Humidity - 466021","19-11-16 12:32","33.78% @ 29.4° C"
"dc93af26-8d71-4923-a21e-bdf05f28348b","466021","Humidity - 466021","19-11-16 12:22","34.05% @ 29.4° C"
"75300af1-3022-4837-9d5a-925650446035","466021","Humidity - 466021","19-11-16 12:12","34.29% @ 29.3° C"
"fe7fb19e-090d-42b6-b33e-b04c73fc399a","466021","Humidity - 466021","19-11-16 12:02","34.42% @ 29.3° C"
"78d419ea-056b-4f35-9684-69b649944eb3","466021","Humidity - 466021","19-11-16 11:52","34.53% @ 29.3° C"
"0ddd1c5f-0a96-4298-86b6-cf8960c217b0","466021","Humidity - 466021","19-11-16 11:42","34.63% @ 29.2° C"
"88ee5299-1aa9-4819-87aa-8c46e8208f98","466021","Humidity - 466021","19-11-16 11:32","34.7% @ 29.2° C"
"96938359-0900-480f-bd98-7c7e31746170","466021","Humidity - 466021","19-11-16 11:22","34.77% @ 29.1° C"
"3c2c5844-41f0-40c1-b1b4-635e7306cbc8","466021","Humidity - 466021","19-11-16 11:12","34.87% @ 29° C"
"5570ef94-e508-406a-bed2-4ecd4618aa14","466021","Humidity - 466021","19-11-16 11:02","35.01% @ 29° C"
"4c677fe2-0c47-433b-8bdd-1d76896466bb","466021","Humidity - 466021","19-11-16 10:52","35.08% @ 28.9° C"
"7a15b462-2d0a-4aa6-91d8-cf98d5ee3468","466021","Humidity - 466021","19-11-16 10:42","35.22% @ 28.8° C"
"4f893bba-c2b4-4c93-956f-dd6a57e5d1ae","466021","Humidity - 466021","19-11-16 10:32","35.33% @ 28.8° C"
"80088d54-4716-4402-884a-0e7747a0f917","466021","Humidity - 466021","19-11-16 10:22","35.44% @ 28.7° C"
"22f02055-bc7a-47f0-ba35-abb98d4a5c7f","466021","Humidity - 466021","19-11-16 10:12","35.53% @ 28.6° C"
"af3e8810-263b-475d-997b-783a4bbf45d0","466021","Humidity - 466021","19-11-16 10:02","35.63% @ 28.5° C"
"c4607e2d-316a-4748-a994-6440cc5548f3","466021","Humidity - 466021","19-11-16 09:52","35.66% @ 28.4° C"
"37323f8c-5029-45c7-9243-0863ad81cf90","466021","Humidity - 466021","19-11-16 09:42","35.76% @ 28.3° C"
"b6e1db06-fdce-4858-9035-c0c93bbbb1a8","466021","Humidity - 466021","19-11-16 09:32","35.8% @ 28.2° C"
"53b18ab6-0fb2-4ac7-bf22-0b19c752c8ab","466021","Humidity - 466021","19-11-16 09:22","35.84% @ 28.1° C"
"54a84860-e422-4eb5-9764-674e9a6f26b8","466021","Humidity - 466021","19-11-16 09:12","35.83% @ 28° C"
"55c4e250-6f43-4630-841f-f473d68beef5","466021","Humidity - 466021","19-11-16 09:02","35.83% @ 27.9° C"
"805f3f92-9e24-4150-9c42-4d0abf17116d","466021","Humidity - 466021","19-11-16 08:52","35.76% @ 27.8° C"
"78f99eaf-aa36-46a6-abf3-d89be7c7e3d4","466021","Humidity - 466021","19-11-16 08:42","35.76% @ 27.8° C"
"509b83ae-db1d-4bcd-8b62-4a082a3ec2bc","466021","Humidity - 466021","19-11-16 08:32","35.6% @ 27.7° C"
"d5499904-107c-4c08-87b4-ce930d0d1ffd","466021","Humidity - 466021","19-11-16 08:22","35.52% @ 27.7° C"
"880ad203-2704-42e4-9a82-ac035abaf802","466021","Humidity - 466021","19-11-16 08:12","35.55% @ 27.6° C"
"20f5fd6e-41aa-4373-a71c-500428d9226f","466021","Humidity - 466021","19-11-16 08:02","35.52% @ 27.5° C"
"caf35628-a906-4d18-8f65-1be9e0a966a4","466021","Humidity - 466021","19-11-16 07:52","35.5% @ 27.4° C"
"e570646f-8059-4d7e-92d6-b38eb24156a5","466021","Humidity - 466021","19-11-16 07:42","35.36% @ 27.4° C"
"faa5a95c-4b8a-4903-8bcd-3e3bc8d0a9bc","466021","Humidity - 466021","19-11-16 07:32","35.37% @ 27.4° C"
"606837b3-bebc-4491-a6c6-5e2b91aa2485","466021","Humidity - 466021","19-11-16 07:22","35.29% @ 27.4° C"
"52ac6a77-c067-4bc3-9a89-b574fd7aa8d4","466021","Humidity - 466021","19-11-16 07:12","35.26% @ 27.3° C"
"bc09a385-4a8f-42a9-a9e0-5b3114cb171a","466021","Humidity - 466021","19-11-16 07:02","35.27% @ 27.4° C"
"697d4f76-6887-42fa-a3ad-bc37feff600a","466021","Humidity - 466021","19-11-16 06:52","35.19% @ 27.4° C"
"fbfcf987-c8e3-4561-aa1c-787e5ba794a1","466021","Humidity - 466021","19-11-16 06:42","35.16% @ 27.4° C"
"e6b793b9-852a-42eb-b9a8-5196cd5bbeeb","466021","Humidity - 466021","19-11-16 06:32","35.11% @ 27.4° C"
